City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Score,CLTV,Churn Reason,Monthly Charges Band,Tenure Years,Churn Risk,Customer Value
San Francisco,94129,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No,70,5324,,60 - 90,2 - 3 Years,High Risk,High Value
San Francisco,94132,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No,45,4121,,100 plus,5 Years + ,Medium Risk,Medium Value
San Francisco,94133,Female,No,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,No,24,2923,,60 - 90,2 - 3 Years,Low Risk,Low Value
San Francisco,94134,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No,59,5176,,60 - 90,1 - 2 Years,Medium Risk,High Value
Palo Alto,94301,Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No,80,5542,,60 - 90,2 - 3 Years,High Risk,High Value
Palo Alto,94303,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,No,42,4035,,0 - 30,5 Years + ,Medium Risk,Medium Value
Stanford,94305,Female,No,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,No,30,2990,,30 - 60 ,1 - 2 Years,Low Risk,Low Value
Palo Alto,94306,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,No,37,5251,,60 - 90,< 1 Year,Medium Risk,High Value
San Mateo,94401,Female,No,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,,No,45,2048,,60 - 90,< 1 Year,Medium Risk,Low Value
San Mateo,94403,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,No,69,6047,,100 plus,5 Years + ,High Risk,High Value
San Mateo,94404,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,No,29,3366,,0 - 30,1 - 2 Years,Low Risk,Low Value
Alameda,94501,Female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,No,63,2050,,0 - 30,2 - 3 Years,Medium Risk,Low Value
Alameda,94502,Female,No,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,No,22,3540,,30 - 60 ,1 - 2 Years,Low Risk,Medium Value
Danville,94506,Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001,No,43,5128,,60 - 90,2 - 3 Years,Medium Risk,High Value
Alamo,94507,Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,No,25,4119,,60 - 90,5 Years + ,Low Risk,Medium Value
Angwin,94508,Female,No,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,No,57,5795,,100 plus,4 - 5 Years,Medium Risk,High Value
Benicia,94510,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,77.6,No,34,5053,,0 - 30,< 1 Year,Low Risk,High Value
Bethel Island,94511,Female,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,No,35,2965,,New Contract,2 - 3 Years,Medium Risk,Low Value
Brentwood,94513,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,No,38,2009,,0 - 30,2 - 3 Years,Medium Risk,Low Value
Calistoga,94515,Female,No,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,No,31,2934,,60 - 90,< 1 Year,Low Risk,Low Value
Clayton,94517,Male,No,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,No,62,2729,,30 - 60 ,1 - 2 Years,Medium Risk,Low Value
Concord,94518,Female,No,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,No,55,4497,,30 - 60 ,1 - 2 Years,Medium Risk,Medium Value
Concord,94519,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,No,61,3729,,New Contract,1 - 2 Years,Medium Risk,Medium Value
Concord,94521,Female,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,No,37,4993,,0 - 30,5 Years + ,Medium Risk,Medium Value
Pleasant Hill,94523,Male,No,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,No,51,2401,,30 - 60 ,< 1 Year,Medium Risk,Low Value
Crockett,94525,Male,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,No,61,5917,,60 - 90,2 - 3 Years,Medium Risk,High Value
Danville,94526,Female,No,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,No,48,4970,,60 - 90,2 - 3 Years,Medium Risk,Medium Value
El Cerrito,94530,Male,Yes,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,No,69,2587,,0 - 30,< 1 Year,High Risk,Low Value
Fairfield,94533,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,365.8,No,65,2259,,0 - 30,1 - 2 Years,High Risk,Low Value
Travis Afb,94535,Male,Yes,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,No,27,2136,,60 - 90,< 1 Year,Low Risk,Low Value
Fremont,94536,Female,Yes,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,No,26,4011,,60 - 90,4 - 5 Years,Low Risk,Medium Value
Hayward,94542,Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,60.65,No,38,5868,,0 - 30,< 1 Year,Medium Risk,High Value
Hayward,94544,Female,No,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,No,61,4846,,60 - 90,5 Years + ,Medium Risk,Medium Value
Hercules,94547,Male,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,No,62,5698,,New Contract,4 - 5 Years,Medium Risk,High Value
Lafayette,94549,Male,No,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,No,58,4474,,60 - 90,4 - 5 Years,Medium Risk,Medium Value
Castro Valley,94552,Female,No,Yes,No,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,No,46,5446,,60 - 90,4 - 5 Years,Medium Risk,High Value
Moraga,94556,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,No,75,5902,,60 - 90,< 1 Year,High Risk,High Value
Napa,94559,Female,No,Yes,No,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916,No,30,4858,,30 - 60 ,2 - 3 Years,Low Risk,Medium Value
Newark,94560,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.5,413,No,28,5409,,0 - 30,1 - 2 Years,Low Risk,High Value
Oakley,94561,Male,No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,808.95,No,34,2630,,0 - 30,3 - 4 Years,Low Risk,Low Value
Orinda,94563,Female,No,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,No,23,5531,,30 - 60 ,3 - 4 Years,Low Risk,High Value
Pittsburg,94565,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,1679.25,No,67,4923,,0 - 30,5 Years + ,High Risk,Medium Value
Pope Valley,94567,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,No,26,5706,,30 - 60 ,1 - 2 Years,Low Risk,High Value
Dublin,94568,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,19.75,No,43,3595,,0 - 30,< 1 Year,Medium Risk,Medium Value
Port Costa,94569,Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,537.35,No,51,4004,,0 - 30,2 - 3 Years,Medium Risk,Medium Value
Rio Vista,94571,Male,No,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,678.8,No,33,4669,,0 - 30,2 - 3 Years,Low Risk,Medium Value
Rodeo,94572,Female,No,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,No,67,6203,,60 - 90,4 - 5 Years,High Risk,High Value
Saint Helena,94574,Female,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.35,1423.85,No,51,6190,,0 - 30,4 - 5 Years,Medium Risk,High Value
Deer Park,94576,Female,No,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,555.4,No,75,4386,,0 - 30,1 - 2 Years,High Risk,Medium Value
San Leandro,94577,Female,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.1,225.55,No,63,3179,,0 - 30,< 1 Year,Medium Risk,Low Value
San Leandro,94578,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20,268.45,No,63,3037,,0 - 30,1 - 2 Years,Medium Risk,Low Value
Suisun City,94585,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,1492.1,No,55,6317,,0 - 30,5 Years + ,Medium Risk,High Value
Sunol,94586,Male,No,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.3,132.4,No,27,4799,,60 - 90,< 1 Year,Low Risk,Medium Value
Vallejo,94589,Male,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,No,44,3708,,60 - 90,< 1 Year,Medium Risk,Medium Value
Vallejo,94590,Female,No,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,784.25,No,27,3408,,0 - 30,3 - 4 Years,Low Risk,Low Value
Vallejo,94591,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20,417.7,No,47,2366,,0 - 30,1 - 2 Years,Medium Risk,Low Value
Vallejo,94592,Female,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.85,5016.25,No,65,5325,,New Contract,4 - 5 Years,High Risk,High Value
Yountville,94599,Male,Yes,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.75,485.2,No,45,3418,,0 - 30,1 - 2 Years,Medium Risk,Low Value
Oakland,94601,Male,No,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,160.85,No,23,2085,,30 - 60 ,< 1 Year,Low Risk,Low Value
Oakland,94602,Female,No,Yes,No,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,No,48,4151,,30 - 60 ,5 Years + ,Medium Risk,Medium Value
Oakland,94603,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,No,66,5017,,New Contract,< 1 Year,High Risk,High Value
Oakland,94605,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.5,49.5,No,59,5262,,30 - 60 ,< 1 Year,Medium Risk,High Value
Emeryville,94608,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4,No,37,6045,,60 - 90,5 Years + ,Medium Risk,High Value
Oakland,94609,Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,1601.2,No,24,5887,,0 - 30,5 Years + ,Low Risk,High Value
Oakland,94610,Male,No,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.05,162.45,No,57,2664,,30 - 60 ,< 1 Year,Medium Risk,Low Value
Oakland,94611,Female,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,470.2,No,42,5652,,0 - 30,1 - 2 Years,Medium Risk,High Value
Oakland,94612,Female,No,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,2066,No,63,3154,,30 - 60 ,3 - 4 Years,Medium Risk,Low Value
Oakland,94618,Male,No,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.35,1426.45,No,70,5105,,30 - 60 ,2 - 3 Years,High Risk,High Value
Oakland,94619,Female,Yes,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,392.5,No,54,2660,,60 - 90,< 1 Year,Medium Risk,Low Value
Oakland,94621,Female,Yes,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,No,41,2701,,60 - 90,3 - 4 Years,Medium Risk,Low Value
Berkeley,94702,Male,No,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,No,32,5402,,60 - 90,3 - 4 Years,Low Risk,High Value
Berkeley,94703,Female,Yes,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110,6668.35,No,59,4953,,100 plus,5 Years + ,Medium Risk,Medium Value
Berkeley,94705,Female,No,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.9,4615.25,No,52,4510,,New Contract,3 - 4 Years,Medium Risk,Medium Value
Berkeley,94708,Female,No,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,No,64,4539,,60 - 90,4 - 5 Years,Medium Risk,Medium Value
Berkeley,94709,Male,No,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,No,52,3773,,60 - 90,2 - 3 Years,Medium Risk,Medium Value
Richmond,94801,Female,No,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,No,21,4671,,0 - 30,5 Years + ,Low Risk,Medium Value
El Sobrante,94803,Female,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,No,78,4090,,60 - 90,5 Years + ,High Risk,Medium Value
Richmond,94804,Male,No,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,1697.7,No,48,6025,,0 - 30,5 Years + ,Medium Risk,High Value
Richmond,94805,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,No,59,5671,,100 plus,5 Years + ,Medium Risk,High Value
San Pablo,94806,Female,No,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,No,78,3000,,30 - 60 ,1 - 2 Years,High Risk,Low Value
San Rafael,94901,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,4557.5,No,56,5344,,60 - 90,4 - 5 Years,Medium Risk,High Value
Belvedere Tiburon,94920,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.3,360.35,No,48,2870,,0 - 30,1 - 2 Years,Medium Risk,Low Value
Bodega,94922,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,No,25,5819,,60 - 90,1 - 2 Years,Low Risk,High Value
Bolinas,94924,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,No,69,2237,,30 - 60 ,< 1 Year,High Risk,Low Value
Corte Madera,94925,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No,73,3280,,New Contract,3 - 4 Years,High Risk,Low Value
Rohnert Park,94928,Female,No,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74,3877.65,No,39,5806,,60 - 90,4 - 5 Years,Medium Risk,High Value
Dillon Beach,94929,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,No,76,2166,,30 - 60 ,< 1 Year,High Risk,Low Value
Fairfax,94930,Male,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,572.2,No,69,5696,,0 - 30,2 - 3 Years,High Risk,High Value
Inverness,94937,Female,No,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No,25,2069,,30 - 60 ,1 - 2 Years,Low Risk,Low Value
Lagunitas,94938,Female,No,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,No,27,2047,,60 - 90,3 - 4 Years,Low Risk,Low Value
Mill Valley,94941,Female,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,620.75,No,47,2691,,0 - 30,3 - 4 Years,Medium Risk,Low Value
Olema,94950,Male,No,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,505.9,No,29,2403,,0 - 30,2 - 3 Years,Low Risk,Low Value
Penngrove,94951,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,8046.85,No,37,6144,,100 plus,5 Years + ,Medium Risk,High Value
Petaluma,94952,Female,No,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No,54,4352,,30 - 60 ,2 - 3 Years,Medium Risk,Medium Value
Petaluma,94954,Male,No,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No,76,3415,,60 - 90,< 1 Year,High Risk,Low Value
Point Reyes Station,94956,Female,No,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,No,57,4978,,30 - 60 ,1 - 2 Years,Medium Risk,Medium Value
San Geronimo,94963,Male,No,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,973.1,No,77,2021,,0 - 30,3 - 4 Years,High Risk,Low Value
San Quentin,94964,Male,No,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,No,77,5436,,60 - 90,2 - 3 Years,High Risk,High Value
Stinson Beach,94970,Male,Yes,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54,1055.9,No,20,5090,,30 - 60 ,1 - 2 Years,Low Risk,High Value
Woodacre,94973,Male,No,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,No,55,4574,,30 - 60 ,1 - 2 Years,Medium Risk,Medium Value
Aptos,95003,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,21.1,No,52,2810,,0 - 30,< 1 Year,Medium Risk,Low Value
Aromas,95004,Female,No,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,No,52,5266,,New Contract,4 - 5 Years,Medium Risk,High Value
Ben Lomond,95005,Female,No,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,No,47,4455,,0 - 30,4 - 5 Years,Medium Risk,Medium Value
Brookdale,95007,Female,Yes,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4590.35,No,25,5400,,60 - 90,4 - 5 Years,Low Risk,High Value
Campbell,95008,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,No,59,5998,,60 - 90,< 1 Year,Medium Risk,High Value
Capitola,95010,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,No,20,3398,,0 - 30,2 - 3 Years,Low Risk,Low Value
Castroville,95012,Male,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,No,41,2641,,New Contract,3 - 4 Years,Medium Risk,Low Value
Cupertino,95014,Male,No,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,,No,48,4950,,0 - 30,< 1 Year,Medium Risk,Medium Value
Felton,95018,Female,No,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,1012.4,No,37,4848,,0 - 30,4 - 5 Years,Medium Risk,Medium Value
Hollister,95023,Male,No,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,No,66,2426,,60 - 90,2 - 3 Years,High Risk,Low Value
Los Gatos,95032,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,No,27,3574,,60 - 90,1 - 2 Years,Low Risk,Medium Value
Los Gatos,95033,Female,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,No,24,5446,,100 plus,4 - 5 Years,Low Risk,High Value
Milpitas,95035,Male,No,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,No,77,4422,,60 - 90,2 - 3 Years,High Risk,Medium Value
Morgan Hill,95037,Male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,No,78,5669,,60 - 90,5 Years + ,High Risk,High Value
Moss Landing,95039,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,7159.7,No,34,6171,,100 plus,5 Years + ,Low Risk,High Value
Mount Hermon,95041,Male,No,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,No,54,3877,,60 - 90,3 - 4 Years,Medium Risk,Medium Value
Paicines,95043,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,No,21,3154,,60 - 90,< 1 Year,Low Risk,Low Value
San Juan Bautista,95045,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,No,57,5928,,60 - 90,< 1 Year,Medium Risk,High Value
Santa Clara,95050,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,No,69,6194,,60 - 90,5 Years + ,High Risk,High Value
Santa Clara,95051,Male,No,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,No,46,3598,,30 - 60 ,< 1 Year,Medium Risk,Medium Value
Santa Clara,95054,Male,No,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,No,57,3965,,0 - 30,1 - 2 Years,Medium Risk,Medium Value
Santa Cruz,95060,Female,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20,417.65,No,70,3402,,0 - 30,1 - 2 Years,High Risk,Low Value
Santa Cruz,95064,Male,No,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,No,68,5546,,100 plus,4 - 5 Years,High Risk,High Value
